uuid,title,date,place,names,link
752d3770-1584-0130-c4f5-58d385a7b928," Blake, Harrison G. O., Copy of letter to, in the hand of the recipient. Dec. 2, 1860.",1860-12-02,"Concord, MA","rcp:Blake, H. G. O. (Harrison Gray Otis), 1816?-1898",http://digitalcollections.nypl.org/items/752d3770-1584-0130-c4f5-58d385a7b928
72aec090-1586-0130-1634-58d385a7b928,"[Williams, Isaiah], Copy of letter to, in hand of Elizabeth Hoar. Sep. 8, 1841.",1841-09-08,"Concord, MA","rcp:Williams, Isaiah Thornton, 1819 - 1886",http://digitalcollections.nypl.org/items/72aec090-1586-0130-1634-58d385a7b928
a8e43820-1586-0130-23e1-58d385a7b928," Williams, [Isaiah], Copy of letter to, in hand of Elizabeth Hoar. Mar. 14, 1842.",1842-03-14,"Concord, MA","rcp:Williams, Isaiah Thornton, 1819 - 1886",http://digitalcollections.nypl.org/items/a8e43820-1586-0130-23e1-58d385a7b928
b6386620-1587-0130-62fd-58d385a7b928," Emerson, R. W., letter to H. G. O. Blake, copy in hand of recipient. Oct. 14, [1877].",1877-10-14,"Concord, MA","rcp:Blake, H. G. O. (Harrison Gray Otis), 1816?-1898; aut:Emerson, Ralph Waldo, 1803-1882",http://digitalcollections.nypl.org/items/b6386620-1587-0130-62fd-58d385a7b928
1ed26660-1588-0130-2630-58d385a7b928," Blake, H. G. O., draft of letter to Sophia Thoreau, notes about disposition of HDT's letters. Nov. 22, 1884.",1884-11-22,[n.p.],"aut:Blake, H. G. O. (Harrison Gray Otis), 1816?-1898; rcp:Thoreau, Sophia E.",http://digitalcollections.nypl.org/items/1ed26660-1588-0130-2630-58d385a7b928
6b5134b0-1588-0130-2e17-58d385a7b928," [Blake, H. G. O., note to. Jan. 19, 1859].",1859-01-19,"Concord, MA","rcp:Blake, H. G. O. (Harrison Gray Otis), 1816?-1898",http://digitalcollections.nypl.org/items/6b5134b0-1588-0130-2e17-58d385a7b928
5d26b890-158a-0130-36f8-58d385a7b928," Blake, Harrison G. O., ALS to. Feb. 27, 1853.",1853-02-27,"Concord, MA","rcp:Blake, H. G. O. (Harrison Gray Otis), 1816?-1898",http://digitalcollections.nypl.org/items/5d26b890-158a-0130-36f8-58d385a7b928
781afa40-158d-0130-7028-58d385a7b928," Cholmondeley, Thomas, letter to. Copy in unknown hand. Nov. 8, 1855.",1855-11-08,"Concord, MA","rcp:Cholmondeley, Thomas, 1823 - 1864",http://digitalcollections.nypl.org/items/781afa40-158d-0130-7028-58d385a7b928
92b3dc20-158d-0130-8d59-58d385a7b928," Cholmondeley, Thomas, letter to. Copy in unknown hand. Oct. 20, 1856.",1856-10-20,"Concord, MA","rcp:Cholmondeley, Thomas, 1823 - 1864",http://digitalcollections.nypl.org/items/92b3dc20-158d-0130-8d59-58d385a7b928
aba5c7a0-158e-0130-c18c-58d385a7bbd0,"[Emerson, Ralph Waldo], ALS to. Dec. 29, 1847.",1847-12-29,"Concord, MA","rcp:Emerson, Ralph Waldo, 1803-1882",http://digitalcollections.nypl.org/items/aba5c7a0-158e-0130-c18c-58d385a7bbd0
5325ace0-158f-0130-4e74-58d385a7bbd0,"[Emerson, Lidian], ALS to. Oct. 16, 1843.",1843-10-16,"Staten Island, [NY]","rcp:Emerson, Ralph Waldo, 1803-1882",http://digitalcollections.nypl.org/items/5325ace0-158f-0130-4e74-58d385a7bbd0
f8cd02a0-158f-0130-bf27-58d385a7bbd0,"[Griswold, Rufus W.], ALS to. Oct. 9, 1841.",1841-10-09,"Concord, MA","rcp:Griswold, Rufus W. (Rufus Wilmot), 1815-1857",http://digitalcollections.nypl.org/items/f8cd02a0-158f-0130-bf27-58d385a7bbd0
9dcaa230-1593-0130-3672-58d385a7bbd0,"[Thatcher, George A.?], ALS to. Jan. 1, 1858.",1858-01-01,"Concord, MA","rcp:Thatcher, George A.",http://digitalcollections.nypl.org/items/9dcaa230-1593-0130-3672-58d385a7bbd0
55fd4760-1620-0130-a758-58d385a7bbd0,"[Underwood, Francis?], ALS to. Nov. 22, 1853.",1853-11-22,"Concord, MA","rcp:Underwood, Francis Henry, 1825-1894",http://digitalcollections.nypl.org/items/55fd4760-1620-0130-a758-58d385a7bbd0
13c765f0-1632-0130-e8f7-58d385a7bbd0," Wiley, B. B., ALS to. Dec. 12, 1856.",1856-12-12,"Concord, MA","rcp:Wiley, Benjamin B.; :",http://digitalcollections.nypl.org/items/13c765f0-1632-0130-e8f7-58d385a7bbd0
22617940-1634-0130-18b4-58d385a7b928," Wiley, B. B., ALS to. Apr. 26, 1857.",1857-04-26,"Concord, MA","rcp:Wiley, Benjamin B.; :",http://digitalcollections.nypl.org/items/22617940-1634-0130-18b4-58d385a7b928
8d229b10-1635-0130-6ec0-58d385a7bbd0," Brown, Theo, ALS to HDT. Jan. 10, 1862.",1862-01-10,"Worcester, MA","aut:Brown, Theophilus, 1811 - 1879",http://digitalcollections.nypl.org/items/8d229b10-1635-0130-6ec0-58d385a7bbd0
b114b900-1635-0130-6554-58d385a7bbd0," Brown, Theo, ALS to HDT. Oct. 19, [1859?]",1859-10-19,"Worcester, MA","aut:Brown, Theophilus, 1811 - 1879",http://digitalcollections.nypl.org/items/b114b900-1635-0130-6554-58d385a7bbd0
720b7f30-1639-0130-db9a-58d385a7bbd0," Cholmondeley, Reginald, ALS to [unknown correspondent]. Mar. 4, 1866.",1866-03-04,"Condover Hall, Shrewsbury, England","aut:Cholmondeley, Reginald, 1826 - 1896",http://digitalcollections.nypl.org/items/720b7f30-1639-0130-db9a-58d385a7bbd0
cb158830-1641-0130-5799-58d385a7b928," O'Sullivan, J. L., ALS to HDT. Jul. 28, 1843.",1843-07-28,"New York, NY","aut:O'Sullivan, John Louis, 1813-1895",http://digitalcollections.nypl.org/items/cb158830-1641-0130-5799-58d385a7b928
bd9911f0-1642-0130-20e5-58d385a7b928," Richardson, James, Jr., ALS to HDT. Sep. 7, 1837",1837-09-07,"Dedham, MA","aut:Richardson, James, b. 1817",http://digitalcollections.nypl.org/items/bd9911f0-1642-0130-20e5-58d385a7b928
30303030-1644-0130-d0d0-58d385a7bbd0," Ripley, Mrs. S. A., ALS to HDT. [Sep. 1856]. Previously [n.d.].",1856-09,"[Concord, MA]","aut:Ripley, Sarah Alden, 1793-1867",http://digitalcollections.nypl.org/items/30303030-1644-0130-d0d0-58d385a7bbd0
8db80590-1644-0130-7324-58d385a7bbd0," Williams, Isaiah T, ALS to HDT. Sep. 24, 1841.",1841-09-24,"Buffalo, NY","aut:Williams, Isaiah Thornton, 1819 - 1886",http://digitalcollections.nypl.org/items/8db80590-1644-0130-7324-58d385a7bbd0
e7f12b20-1644-0130-cc31-58d385a7bbd0," Williams, Isaiah T, ALS to HDT. Nov. 27, 1841.",1841-11-27,"Buffalo, NY","aut:Williams, Isaiah Thornton, 1819 - 1886",http://digitalcollections.nypl.org/items/e7f12b20-1644-0130-cc31-58d385a7bbd0
09320ff0-1645-0130-9ab1-58d385a7bbd0," Williams, Isaiah T, ALS to HDT. Jun. 23, 1842.",1842-06-23,"Buffalo, NY","aut:Williams, Isaiah Thornton, 1819 - 1886",http://digitalcollections.nypl.org/items/09320ff0-1645-0130-9ab1-58d385a7bbd0
4050c2c0-164f-0130-7502-58d385a7bbd0," Bernard, C. B., ALS to HDT. Oct. 26, 1854.",1854-10-26,"Akron, OH","aut:Bernard, C.  B. ",http://digitalcollections.nypl.org/items/4050c2c0-164f-0130-7502-58d385a7bbd0
e04e2b00-1650-0130-6dd5-58d385a7b928," Warner, R., ALS to HDT. Apr. 10, 1858.",1858-04-10,"Boston, MA","aut:Warner, R[ichard?]",http://digitalcollections.nypl.org/items/e04e2b00-1650-0130-6dd5-58d385a7b928
88b3b100-17b6-0130-b2f1-58d385a7b928," Redington, R., ALS to HDT. Feb. 1, 1860",1860-02-01,"Cleveland, OH","aut:Redington, R.",http://digitalcollections.nypl.org/items/88b3b100-17b6-0130-b2f1-58d385a7b928
00bb1c00-1c90-0130-bd83-58d385a7bbd0,"[Emerson, Ralph Waldo?], ALS to. [Mar. 1, 1843]",1843-03-01,"Concord, MA","rcp:Emerson, Ralph Waldo, 1803-1882",http://digitalcollections.nypl.org/items/00bb1c00-1c90-0130-bd83-58d385a7bbd0
c02a5d50-1c93-0130-ed23-58d385a7bbd0,"[Emerson, Ralph Waldo], ALS to. Mar. 11, 1842.",1842-03-11,"Concord, MA","rcp:Emerson, Ralph Waldo, 1803-1882",http://digitalcollections.nypl.org/items/c02a5d50-1c93-0130-ed23-58d385a7bbd0
ec98b170-1c9e-0130-0bb2-58d385a7bbd0,"[Emerson, Ralph Waldo and Lidian], ALS to. Jul. 8, 1843.",1843-07-08,"Staten Island, [NY]","rcp:Emerson, Ralph Waldo, 1803-1882; rcp:Emerson, Lidian Jackson, 1802-1892",http://digitalcollections.nypl.org/items/ec98b170-1c9e-0130-0bb2-58d385a7bbd0
c82c9db0-1c9f-0130-a874-58d385a7b928,"[Emerson, Ralph Waldo], ALS to. Aug. 7, 1843.",1843-08-07,"Staten Island, [NY]","rcp:Emerson, Ralph Waldo, 1803-1882",http://digitalcollections.nypl.org/items/c82c9db0-1c9f-0130-a874-58d385a7b928
81210350-1ca0-0130-a785-58d385a7bbd0,"[Emerson, Ralph] Waldo, ALS to. Oct. 17, 1843.",1843-10-17,"Staten Island, [NY]","rcp:Emerson, Ralph Waldo, 1803-1882",http://digitalcollections.nypl.org/items/81210350-1ca0-0130-a785-58d385a7bbd0
f39e6be0-1ca0-0130-1d83-58d385a7bbd0," Librarian, Harvard University, [T. W. Harris], ALS to. Oct. 23, 1854.",1854-10-23,"Concord, MA","rcp:Harris, Thaddeus William, 1795-1856",http://digitalcollections.nypl.org/items/f39e6be0-1ca0-0130-1d83-58d385a7bbd0
1beb64d0-1ca3-0130-9ec0-58d385a7bbd0,"[Thoreau], H[elen], letter to, copy in the hand of  Ralph Waldo Emerson. Oct. 27, 1837.",1837-10-27,"Concord, MA","rcp:Thoreau, Helen L. (Helen Louisa), 1812-1849; scr:Emerson, Ralph Waldo, 1803-1882",http://digitalcollections.nypl.org/items/1beb64d0-1ca3-0130-9ec0-58d385a7bbd0
62b45750-1ca3-0130-6314-58d385a7bbd0,"[Blake, Harrison G. O.], letter to, copy in the hand of Ralph Waldo Emerson. Mar. 27, 1848.",1848-03-27,"Concord, MA","rcp:Blake, H. G. O. (Harrison Gray Otis), 1816?-1898; trc:Emerson, Ralph Waldo, 1803-1882",http://digitalcollections.nypl.org/items/62b45750-1ca3-0130-6314-58d385a7bbd0
a8d780f0-1ca3-0130-c186-58d385a7bbd0," B[lake, Harrison G. O.], letter to, copy in the hand of Ralph Waldo Emerson. Sept. [23?], 1852.",1852-09,[n.p.],"rcp:Blake, H. G. O. (Harrison Gray Otis), 1816?-1898; trc:Emerson, Ralph Waldo, 1803-1882",http://digitalcollections.nypl.org/items/a8d780f0-1ca3-0130-c186-58d385a7bbd0
fe54ec00-1ca3-0130-fbc4-58d385a7bbd0," B[lake, Harrison G. O.], letter to, copy in the hand of Ralph Waldo Emerson. Aug. 9, 1850.",1850-08-09,"Concord, MA","rcp:Blake, H. G. O. (Harrison Gray Otis), 1816?-1898; trc:Emerson, Ralph Waldo, 1803-1882",http://digitalcollections.nypl.org/items/fe54ec00-1ca3-0130-fbc4-58d385a7bbd0
730b3bc0-1ca5-0130-ee72-58d385a7b928," Blake, H[arrison] G. O., holograph cover for letter to. Oct. 14, 1854",1854-10-14,"[Concord, MA]","rcp:Blake, H. G. O. (Harrison Gray Otis), 1816?-1898",http://digitalcollections.nypl.org/items/730b3bc0-1ca5-0130-ee72-58d385a7b928
b5597a00-1ca6-0130-f3d0-58d385a7b928,"[Higginson, T. W.], ALS to. Jan. 28, 1858.",1858-01-28,"Concord, MA","rcp:Higginson, Thomas Wentworth, 1823-1911",http://digitalcollections.nypl.org/items/b5597a00-1ca6-0130-f3d0-58d385a7b928
227076e0-1d2e-0130-2f7a-58d385a7bbd0,"[Thoreau], Helen, ALS to. Oct. 6, 1838.",1838-10-06,"Concord, MA","rcp:Thoreau, Helen L. (Helen Louisa), 1812-1849",http://digitalcollections.nypl.org/items/227076e0-1d2e-0130-2f7a-58d385a7bbd0
f2770340-1d2e-0130-2a00-58d385a7bbd0,"[Thatcher, George A.?], ALS to. Jul. 11, 1857.",1857-07-11,"Concord, MA","rcp:Thatcher, George A.",http://digitalcollections.nypl.org/items/f2770340-1d2e-0130-2a00-58d385a7bbd0
a7bfb5b0-1d30-0130-27f3-58d385a7bbd0,"[Thoreau], Sophia, ALS to. May 22, 1843.",1843-05-22,"Castleton, Staten Island, NY","rcp:Thoreau, Sophia E.",http://digitalcollections.nypl.org/items/a7bfb5b0-1d30-0130-27f3-58d385a7bbd0
4002e2f0-1d32-0130-9305-58d385a7b928," Cholmondeley, Thomas, ALS to HDT. [Nov.] 26,[1858].",1858-11-26,"Montreal, Canada","aut:Cholmondeley, Thomas, 1823 - 1864",http://digitalcollections.nypl.org/items/4002e2f0-1d32-0130-9305-58d385a7b928
824f09a0-1d32-0130-fbf7-58d385a7b928," Cholmondeley, Thomas, ALS to HDT. May 26, 1857.",1857-05-26,"London, England","aut:Cholmondeley, Thomas, 1823 - 1864",http://digitalcollections.nypl.org/items/824f09a0-1d32-0130-fbf7-58d385a7b928
c5128240-1d32-0130-d5f2-58d385a7b928," Cholmondeley, Thomas, ALS to HDT. Apr. 23, 1861.",1857-04-23,"Shrewsbury, England","aut:Cholmondeley, Thomas, 1823 - 1864",http://digitalcollections.nypl.org/items/c5128240-1d32-0130-d5f2-58d385a7b928
35e5df30-1d33-0130-ab87-58d385a7b928," Cholmondeley, Thomas, ALS to HDT. Oct. 3, [1855].",1855-10-03,"[London, England]","aut:Cholmondeley, Thomas, 1823 - 1864",http://digitalcollections.nypl.org/items/35e5df30-1d33-0130-ab87-58d385a7b928
93bc78b0-1d33-0130-a61a-58d385a7b928," Cholmondeley, Thomas, ALS to HDT. Feb. 22, 1857.",1857-02-22,"London, England","aut:Cholmondeley, Thomas, 1823 - 1864",http://digitalcollections.nypl.org/items/93bc78b0-1d33-0130-a61a-58d385a7b928
41b445c0-1d34-0130-097c-58d385a7b928," Chapman, John, ALS to HDT. Oct. 26, 1855.",1855-10-26,"London, England","aut:Chapman, John, 1822-1894; :Chapman, Brothers (London, England)",http://digitalcollections.nypl.org/items/41b445c0-1d34-0130-097c-58d385a7b928
86d62a70-1d35-0130-8114-58d385a7bbd0," Chapman, John & Ferguson, A. D., ALS to HDT. Nov. 2, 1855.",1855-11-02,"London, England","aut:Chapman, John, 1822-1894",http://digitalcollections.nypl.org/items/86d62a70-1d35-0130-8114-58d385a7bbd0
e8ff4380-1d36-0130-5e7c-58d385a7bbd0," Wiley, B. B., ALS to HDT. Sep. 4, 1856.",1856-09-04,"Providence, RI","aut:Wiley, Benjamin B.",http://digitalcollections.nypl.org/items/e8ff4380-1d36-0130-5e7c-58d385a7bbd0
07821c60-1d37-0130-00cf-58d385a7bbd0," Wiley, B. B., ALS to HDT. Oct. 31, 1856.",1856-10-31,"Providence, RI","aut:Wiley, Benjamin B.",http://digitalcollections.nypl.org/items/07821c60-1d37-0130-00cf-58d385a7bbd0
2e780890-1d37-0130-7d79-58d385a7bbd0," Wiley, B. B., ALS to HDT. Apr. 7, 1857.",1857-04-07,"Chicago, IL","aut:Wiley, Benjamin B.",http://digitalcollections.nypl.org/items/2e780890-1d37-0130-7d79-58d385a7bbd0
648e6140-1d37-0130-1549-58d385a7bbd0," Wiley, B. B., ALS to HDT. Dec. 21, 1856.",1856-12-21,"Chicago, IL","aut:Wiley, Benjamin B.",http://digitalcollections.nypl.org/items/648e6140-1d37-0130-1549-58d385a7bbd0
8c29fd60-1d37-0130-b66d-58d385a7bbd0," Wiley, B. B., ALS to HDT. Apr. 26, 1858.",1858-04-26,"Chicago, IL","aut:Wiley, Benjamin B.",http://digitalcollections.nypl.org/items/8c29fd60-1d37-0130-b66d-58d385a7bbd0
756c0f60-1d38-0130-3c31-58d385a7bbd0," Vose, Henry, ALS to. Oct. 13, 1837.",1837-10-13,"Concord, MA","rcp:Vose, Henry, 1802-1837",http://digitalcollections.nypl.org/items/756c0f60-1d38-0130-3c31-58d385a7bbd0
f15d7210-1d3b-0130-e2b5-58d385a7bbd0," Alcott, Abigail M., ALS to HDT. [May 23, 1860].",1860-05-23,"[Concord, MA]","aut:Alcott, Abba May, 1800-1877",http://digitalcollections.nypl.org/items/f15d7210-1d3b-0130-e2b5-58d385a7bbd0
b4159d10-1d3e-0130-c563-58d385a7b928," Allison, R., ALS to HDT. Jan. 9, 1860.",1860-01-09,"Cincinnati, OH",aut:Franklin Type Foundry,http://digitalcollections.nypl.org/items/b4159d10-1d3e-0130-c563-58d385a7b928
ffc9dec0-1d3e-0130-463e-58d385a7b928," Hobart & Robbins, ALS to HDT. Jan. 9, 1860.",1860-01-09,"Boston, MA",aut:Hobart and Robbins,http://digitalcollections.nypl.org/items/ffc9dec0-1d3e-0130-463e-58d385a7b928
49226780-1d40-0130-d8ce-58d385a7b928," Bangs, Edward, ALS to HDT. Jan. 9, 1860.",1860-01-09,"Boston, MA","aut:Bangs, Edward, 1825-1894",http://digitalcollections.nypl.org/items/49226780-1d40-0130-d8ce-58d385a7b928
e9c63400-1d40-0130-c6cf-58d385a7b928," Hobart & Robbins, ALS to HDT. Aug. 22, 1859.",1859-08-22,"Boston, MA",aut:Hobart and Robbins,http://digitalcollections.nypl.org/items/e9c63400-1d40-0130-c6cf-58d385a7b928
4fd61cc0-1d42-0130-f223-58d385a7b928," Mumford, Thomas H., ALS to HDT. Aug. 12, 1859.",1859-08-12,"Philadelphia, PA",aut:Mumford and Brother,http://digitalcollections.nypl.org/items/4fd61cc0-1d42-0130-f223-58d385a7b928
46caaaa0-1d45-0130-b4d6-58d385a7b928," Welch, Bigelow & Co., ALS to HDT. Aug. 18, [1859].",1859-08-18,"Cambridge, MA","aut:Welch, Bigelow & Co.",http://digitalcollections.nypl.org/items/46caaaa0-1d45-0130-b4d6-58d385a7b928
8b6467a0-1d45-0130-a658-58d385a7b928," Welch, Bigelow & Co., ALS to HDT. Feb. 7, 1860.",1860-02-07,"Cambridge, MA","aut:Welch, Bigelow & Co.",http://digitalcollections.nypl.org/items/8b6467a0-1d45-0130-a658-58d385a7b928
b2541180-1d57-0130-0591-58d385a7b928," Welch, Bigelow & Co., ALS to HDT. Oct. 30, 1860.",1860-10-30,"Cambridge, MA","aut:Welch, Bigelow & Co.",http://digitalcollections.nypl.org/items/b2541180-1d57-0130-0591-58d385a7b928
a3229e00-1d58-0130-b256-58d385a7bbd0," Stubbs, Joseph, for Adams Express Co., printed form for HDT. Jan. 31, 186[1].",1861-01-31: questionable,"Baltimore, MD","aut:Adams Express Company; scr:Stubbs, Joseph",http://digitalcollections.nypl.org/items/a3229e00-1d58-0130-b256-58d385a7bbd0
232e5b00-1d59-0130-ddc8-58d385a7bbd0," Johnson, L., & Co., MS letter to HDT. Mar. 22, 1861.",1861-03-22,"Philadelphia, PA",aut:L. Johnson & Co.,http://digitalcollections.nypl.org/items/232e5b00-1d59-0130-ddc8-58d385a7bbd0
995941f0-1d59-0130-e0d2-58d385a7bbd0," Welch, Bigelow & Co, draft ALS to. Jul. 27, 1860.",1860-07-27,"Concord, MA","rcp:Welch, Bigelow & Co.",http://digitalcollections.nypl.org/items/995941f0-1d59-0130-e0d2-58d385a7bbd0
d2f931f0-1d5a-0130-6de1-58d385a7bbd0," Tudor, Frederic (p.p. Field, Benjamin F.), letter to HDT, Feb. 12, 1861.",1861-02-12,"Boston, MA","aut:Field, Benjamin F.; aut:Tudor, Frederic",http://digitalcollections.nypl.org/items/d2f931f0-1d5a-0130-6de1-58d385a7bbd0
27051610-1d5b-0130-f162-58d385a7bbd0," Hobart & Robbins, MS letter to HDT. Dec. 3, 1860.",1860-12-03,"Boston, MA",aut:Hobart and Robbins,http://digitalcollections.nypl.org/items/27051610-1d5b-0130-f162-58d385a7bbd0
c97fe150-1d5e-0130-9112-58d385a7b928," Chase, A. S., ALS to HDT. Oct. 5, 1860.",1860-10-05,"Waterbury, CT","aut:Chase, Augustus Sabin, 1828 - 1896",http://digitalcollections.nypl.org/items/c97fe150-1d5e-0130-9112-58d385a7b928
25810480-1d60-0130-bc86-58d385a7bbd0," Ricker, Charles P., ALS to HDT. Sep. [6?], 1860. Previously Sep. [9?], 1860.",1860-09-06,"Lowell, MA","aut:Ricker, Charles P.",http://digitalcollections.nypl.org/items/25810480-1d60-0130-bc86-58d385a7bbd0
b7aac750-1d60-0130-bd93-58d385a7bbd0," Conway, M[oncure] D[aniel], ALS to HDT. Nov. 26, [1860].",1860-11-26,"Cincinnati, OH","aut:Conway, Moncure Daniel, 1832-1907",http://digitalcollections.nypl.org/items/b7aac750-1d60-0130-bd93-58d385a7bbd0
1f9b8530-1d61-0130-27e5-58d385a7bbd0," Ricker, Charles P., ALS to HDT. Aug. 31, 1860.",1860-08-31,"Lowell, MA","aut:Ricker, Charles P.",http://digitalcollections.nypl.org/items/1f9b8530-1d61-0130-27e5-58d385a7bbd0
b97a9bc0-1d61-0130-c3d1-58d385a7b928," C_____, Edwin Brown, ALS to HDT. Jul. 14, 1857.",1857-07-14,"Boston, MA",,http://digitalcollections.nypl.org/items/b97a9bc0-1d61-0130-c3d1-58d385a7b928
9a7eda70-1d64-0130-fbb8-58d385a7bbd0," Sweetser, William H., ALS to HDT. Jul. 21, 1852.",1852-07-21,"Charlestown, MA",":Sweetser, William H.",http://digitalcollections.nypl.org/items/9a7eda70-1d64-0130-fbb8-58d385a7bbd0
eae4f8a0-1d64-0130-d227-58d385a7bbd0," Underwood, F. H., ALS to HDT. Dec. 5, 1853.",1852-12-05,"Boston, MA",":Underwood, Francis Henry, 1825-1894",http://digitalcollections.nypl.org/items/eae4f8a0-1d64-0130-d227-58d385a7bbd0
9d7836e0-1d65-0130-b4f5-58d385a7bbd0," Higginson, T. W., ALS to HDT. Dec. 3, 1850.",1850-12-03,"Newburyport, MA",":Higginson, Thomas Wentworth, 1823-1911",http://digitalcollections.nypl.org/items/9d7836e0-1d65-0130-b4f5-58d385a7bbd0
146203b0-1d68-0130-14b9-58d385a7b928," Pierce, Josiah, Jr., ALS to HDT. Oct. 18, 1850.",1850-10-18,"Portland, ME","aut:Pierce, Josiah, 1827-1913",http://digitalcollections.nypl.org/items/146203b0-1d68-0130-14b9-58d385a7b928
399b8460-1d68-0130-d94f-58d385a7b928," Pierce, Josiah, Jr., ALS to HDT. Nov. 20, 1850.",1850-11-20,"Portland, ME","aut:Pierce, Josiah, 1827-1913",http://digitalcollections.nypl.org/items/399b8460-1d68-0130-d94f-58d385a7b928
28d66940-1d6a-0130-b761-58d385a7b928," Forbes, Franklin, ALS to HDT. Nov. 14, 1850.",1850-11-14,"Clinton, MA","aut:Forbes, Franklin, 1811 - 1877",http://digitalcollections.nypl.org/items/28d66940-1d6a-0130-b761-58d385a7b928
b2036380-1d6c-0130-6694-58d385a7bbd0," Johnson, L., & Co., ALS to John Thoreau. May 27, 1856.",1856-05-27,"Philadelphia, PA","rcp:Thoreau, John, 1787-1859; aut:L. Johnson & Co.",http://digitalcollections.nypl.org/items/b2036380-1d6c-0130-6694-58d385a7bbd0
3e36b410-1d6d-0130-9ece-58d385a7bbd0," Smith, Thomas B., LS to HDT. Feb. 23, 1854.",1854-02-23,"New York, NY","aut:Smith, Thomas B.",http://digitalcollections.nypl.org/items/3e36b410-1d6d-0130-9ece-58d385a7bbd0
c4b70f50-1d6d-0130-2dba-58d385a7bbd0," White, Charles, ALS to John Thoreau. Jul. 16, 1855.",1855-07-16,"New York, NY","aut:White & Co., New York Type Foundry; aut:White, Charles; rcp:Thoreau, John, 1787-1859",http://digitalcollections.nypl.org/items/c4b70f50-1d6d-0130-2dba-58d385a7bbd0
7883e0b0-1d6e-0130-b86e-58d385a7bbd0," Filmer & Co, ALS to John Thoreau. Mar. 4, 1856.",1856-03-04,"New York, NY","aut:Filmer & Co.; rcp:Thoreau, John, 1787-1859",http://digitalcollections.nypl.org/items/7883e0b0-1d6e-0130-b86e-58d385a7bbd0
263769b0-1d6f-0130-f8bf-58d385a7bbd0," Smith, Thomas B., ALS to John Thoreau. Feb. 17, 1855.",1855-02-17,"New York, NY","aut:Smith, Thomas B.; rcp:Thoreau, John, 1787-1859",http://digitalcollections.nypl.org/items/263769b0-1d6f-0130-f8bf-58d385a7bbd0
