uuid,title,date,place,names,link
9a382900-8b41-0130-f26c-58d385a7b928," Conway, Moncure Daniel, draft AL to, [Nov. 10, 1867]. In answer to Conway's letter of Oct. 12, [1867?]. Written throughout in WW's hand, but intended to be signed by W. D. O'Connor (who may have written the first draft). Previously dated to [1866?].",1867-11-10: questionable,[n.p.],"rcp:Conway, Moncure Daniel, 1832-1907; oth:O'Connor, William Douglas, 1832-1889",http://digitalcollections.nypl.org/items/9a382900-8b41-0130-f26c-58d385a7b928
fdfefac0-8b53-0130-ad92-58d385a7bbd0," Dowden, Edward, 9 letters to. Copied and abstracted by Dowden for Bliss Perry. Aug. 22, 1871 - Nov. 21, 1888.",1871-08-22-1888-11-21,"Camden, NJ","rcp:Dowden, Edward, 1843-1913",http://digitalcollections.nypl.org/items/fdfefac0-8b53-0130-ad92-58d385a7bbd0
33173760-8b58-0130-0e4b-58d385a7bbd0," Eldridge, Charles W., 9 letters to. Typed copies. Jun. 28, 1864 - Apr. 5, 1887.",1864-06-28-1887-04-05,"Brooklyn, NY; Providence, RI; Camden, NJ; New York, NY","rcp:Eldridge, Charles W.",http://digitalcollections.nypl.org/items/33173760-8b58-0130-0e4b-58d385a7bbd0
9cd5e170-8b58-0130-564e-58d385a7bbd0," Ford, Isabella, APCS to. Dec. 8, 1883.",1883-12-08,"Camden, NJ","rcp:Ford, Isabella, 1855-1924",http://digitalcollections.nypl.org/items/9cd5e170-8b58-0130-564e-58d385a7bbd0
f4010380-8b58-0130-8a30-58d385a7bbd0," Forman, Harry Buxton, ALS to. Mar. 26, 1872.",1872-03-26,"Camden, NJ","rcp:Forman, H. Buxton (Harry Buxton), 1842-1917",http://digitalcollections.nypl.org/items/f4010380-8b58-0130-8a30-58d385a7bbd0
40446fd0-8b5b-0130-5263-58d385a7b928," Forman, Harry Buxton, ALS to. May 22, 1890.",1890-05-22,"Camden, NJ","rcp:Forman, H. Buxton (Harry Buxton), 1842-1917",http://digitalcollections.nypl.org/items/40446fd0-8b5b-0130-5263-58d385a7b928
92f548b0-8b5c-0130-04d5-58d385a7b928," Forman, Harry Buxton, APCS to. Jun. 16, 1890.",1890-06-16,"[Camden, NJ]","rcp:Forman, H. Buxton (Harry Buxton), 1842-1917",http://digitalcollections.nypl.org/items/92f548b0-8b5c-0130-04d5-58d385a7b928
ecdd6550-8b5c-0130-da8d-58d385a7b928," Forman, Harry Buxton, APCS to. Oct. 18, 1891.",1891-10-18,"Camden, NJ","rcp:Forman, H. Buxton (Harry Buxton), 1842-1917",http://digitalcollections.nypl.org/items/ecdd6550-8b5c-0130-da8d-58d385a7b928
4ced1970-8b5d-0130-d70f-58d385a7b928," Forman, Harry Buxton, APCS to. Oct. 19, 1891.",1891-10-19,"Camden, NJ","rcp:Forman, H. Buxton (Harry Buxton), 1842-1917",http://digitalcollections.nypl.org/items/4ced1970-8b5d-0130-d70f-58d385a7b928
7f5a97a0-8b5d-0130-5c1c-58d385a7b928," Forman, Harry Buxton, APCS to. Oct. 29, 1891.",1891-10-29,"Camden, NJ","rcp:Forman, H. Buxton (Harry Buxton), 1842-1917",http://digitalcollections.nypl.org/items/7f5a97a0-8b5d-0130-5c1c-58d385a7b928
3f05f500-8b5f-0130-a241-58d385a7bbd0," Gilchrist, Herbert, ALS to. Aug. 3-5, [1878].",1878-08-03,"Glendale, NJ","rcp:Gilchrist, Herbert Harlakenden, b. 1857",http://digitalcollections.nypl.org/items/3f05f500-8b5f-0130-a241-58d385a7bbd0
781715d0-8b63-0130-2a38-58d385a7bbd0,"[Gilder], [J. G. & J. B.], ALS to. Dec. 21, 1882.",1882-12-21,"Camden, NJ","rcp:Gilder, Joseph Benson, 1858-1936; rcp:Gilder, Jeannette L. (Jeannette Leonard), 1849-1916",http://digitalcollections.nypl.org/items/781715d0-8b63-0130-2a38-58d385a7bbd0
5f7e9510-8b64-0130-4339-58d385a7b928,"[Gilder], [J. B. & J. L.], ALS to. Sep. 16, 1884. With postcard, Oct. 1, 1884.",1884-09-16,"Camden, NJ","rcp:Gilder, Joseph Benson, 1858-1936; rcp:Gilder, Jeannette L. (Jeannette Leonard), 1849-1916",http://digitalcollections.nypl.org/items/5f7e9510-8b64-0130-4339-58d385a7b928
4e4e3fe0-8b65-0130-0554-58d385a7b928,"[Gilder], [J. B. and J. L.], ALS to. Jan. 4, 1891.",1891-01-04,"Camden, NJ","rcp:Gilder, Joseph Benson, 1858-1936; rcp:Gilder, Jeannette L. (Jeannette Leonard), 1849-1916",http://digitalcollections.nypl.org/items/4e4e3fe0-8b65-0130-0554-58d385a7b928
9488b480-8b65-0130-aff4-58d385a7b928,"[Harned], [Thomas B.], ALS to. Jul 7, [1888].",1888-07-07,"[Camden, NJ]","rcp:Harned, Thomas Biggs, b. 1851",http://digitalcollections.nypl.org/items/9488b480-8b65-0130-aff4-58d385a7b928
9d94dc50-8b68-0130-c63e-58d385a7bbd0,"[Johnston, Jr.], [John R.], Jack, ALS to. Feb. 18, [1877]",1877-02-18,"Kirkwood/Glendale, NJ","rcp:Johnston, John R., Jr.",http://digitalcollections.nypl.org/items/9d94dc50-8b68-0130-c63e-58d385a7bbd0
f0625570-8b68-0130-f6ff-58d385a7bbd0,"[Kennedy], [William Sloane], ALS to. Oct. 29, 1890.",1890-10-29,"Camden, NJ","rcp:Kennedy, William Sloane, 1850-1929",http://digitalcollections.nypl.org/items/f0625570-8b68-0130-f6ff-58d385a7bbd0
51922f40-8d96-0130-5d0c-58d385a7bbd0," Mann, J. C., ALS to. Mar. 25, 1874.",1874-03-25,"Camden, NJ","rcp:Mann, J. C.",http://digitalcollections.nypl.org/items/51922f40-8d96-0130-5d0c-58d385a7bbd0
b4373e50-8d98-0130-0ab0-58d385a7bbd0,"[O'Connor], Ellen, ALS to. Feb. 26, [1867].",1867-02-26,"Washington, DC","rcp:Calder, Ellen M. O'Connor",http://digitalcollections.nypl.org/items/b4373e50-8d98-0130-0ab0-58d385a7bbd0
0d1ffc20-8d99-0130-ea78-58d385a7bbd0,"[O'Connor], Ellen, ALS to. Oct. 19, 1868.",1868-10-19,"Providence, RI","rcp:Calder, Ellen M. O'Connor",http://digitalcollections.nypl.org/items/0d1ffc20-8d99-0130-ea78-58d385a7bbd0
2a1cb530-8d99-0130-9e09-58d385a7bbd0,"[O'Connor], Ellen, ALS to. Jun. 8, 1871.",1871-06-08,"Washington, DC","rcp:Calder, Ellen M. O'Connor",http://digitalcollections.nypl.org/items/2a1cb530-8d99-0130-9e09-58d385a7bbd0
f0467d70-8d9a-0130-c552-58d385a7bbd0,"[O'Connor], Ellen, ALS to. Jun. 29, [1871].",1871-06-29,"Brooklyn, NY","rcp:Calder, Ellen M. O'Connor",http://digitalcollections.nypl.org/items/f0467d70-8d9a-0130-c552-58d385a7bbd0
3b406b70-8d9b-0130-f321-58d385a7bbd0,"[O'Connor], [Ellen], ALS to. Sep. 5, [1873].",1873-09-05,"Camden, NJ","rcp:Calder, Ellen M. O'Connor",http://digitalcollections.nypl.org/items/3b406b70-8d9b-0130-f321-58d385a7bbd0
670b90c0-8d9b-0130-a8f0-58d385a7bbd0,"[O'Connor], Ellen, ALS to. [Jan. 16, 1874].",1874-01-16,"Camden, NJ","rcp:Calder, Ellen M. O'Connor",http://digitalcollections.nypl.org/items/670b90c0-8d9b-0130-a8f0-58d385a7bbd0
0c26d3c0-8d9c-0130-76ad-58d385a7b928,"[O'Connor], Ellen, ALS to. Feb. 3, [1874].",1874-02-03,"Camden, NJ","rcp:Calder, Ellen M. O'Connor",http://digitalcollections.nypl.org/items/0c26d3c0-8d9c-0130-76ad-58d385a7b928
1ccabd40-8d9c-0130-3bbb-58d385a7b928,"[O'Connor], Ellen, ALS to. Feb. 11, [1874].",1874-02-11,"Camden, NJ","rcp:Calder, Ellen M. O'Connor",http://digitalcollections.nypl.org/items/1ccabd40-8d9c-0130-3bbb-58d385a7b928
3681ca10-8d9c-0130-d1f8-58d385a7b928,"[O'Connor], Ellen, ALS to. Feb. 23, [1874].",1874-02-23,"Camden, NJ","rcp:Calder, Ellen M. O'Connor",http://digitalcollections.nypl.org/items/3681ca10-8d9c-0130-d1f8-58d385a7b928
682c00b0-8d9c-0130-402f-58d385a7b928,"[O'Connor], [Ellen], ALS to. Mar. 22, [1874].",1874-03-22,"Camden, NJ","rcp:Calder, Ellen M. O'Connor",http://digitalcollections.nypl.org/items/682c00b0-8d9c-0130-402f-58d385a7b928
bdd1ff30-8d9c-0130-61f4-58d385a7b928,"[O'Connor], Ellen, ALS to. May 1, [1874].",1874-05-01,"Camden, NJ","rcp:Calder, Ellen M. O'Connor",http://digitalcollections.nypl.org/items/bdd1ff30-8d9c-0130-61f4-58d385a7b928
d45b16e0-8d9c-0130-8d22-58d385a7b928,"[O'Connor], Ellen, ALS to. May 15, [1874].",1874-05-15,"Camden, NJ","rcp:Calder, Ellen M. O'Connor",http://digitalcollections.nypl.org/items/d45b16e0-8d9c-0130-8d22-58d385a7b928
20336220-8d9d-0130-9ca2-58d385a7b928,"[O'Connor], Ellen, ALS to. Aug. 5, [1874].",1874-08-05: questionable,"Camden, NJ","rcp:Calder, Ellen M. O'Connor",http://digitalcollections.nypl.org/items/20336220-8d9d-0130-9ca2-58d385a7b928
481ece00-8d9d-0130-7d9c-58d385a7b928,"[O'Connor], Ellen, ALS to. Nov. 23, [1874].",1874-11-23,"Camden, NJ","rcp:Calder, Ellen M. O'Connor",http://digitalcollections.nypl.org/items/481ece00-8d9d-0130-7d9c-58d385a7b928
89defe20-8d9d-0130-6dac-58d385a7b928,"[O'Connor], Ellen, ALS to. Feb. 24, [1876].",1876-02-24,"Camden, NJ","rcp:Calder, Ellen M. O'Connor",http://digitalcollections.nypl.org/items/89defe20-8d9d-0130-6dac-58d385a7b928
b2ac1200-8d9d-0130-e76d-58d385a7b928,"[O'Connor], Ellen, ALS to. Feb. 29, [1876].",1876-02-29,"Camden, NJ","rcp:Calder, Ellen M. O'Connor",http://digitalcollections.nypl.org/items/b2ac1200-8d9d-0130-e76d-58d385a7b928
f1a3ccd0-8d9e-0130-ca8f-58d385a7b928,"[O'Connor], [Ellen], ALS to. [Mar. 9-10, 1889].",1889-03-09,"Camden, NJ","rcp:Calder, Ellen M. O'Connor",http://digitalcollections.nypl.org/items/f1a3ccd0-8d9e-0130-ca8f-58d385a7b928
d7a37b10-8da8-0130-b5e9-58d385a7bbd0,"[O'Connor], Ellen, ALS to. Sep. 25, 1890.",1890-09-25,"Camden, NJ","rcp:Calder, Ellen M. O'Connor",http://digitalcollections.nypl.org/items/d7a37b10-8da8-0130-b5e9-58d385a7bbd0
31a1f1a0-8da9-0130-a18e-58d385a7bbd0,"[O'Connor], [Ellen], ALS to. Sep. 29, 1890.",1890-09-29,"Camden, NJ","rcp:Calder, Ellen M. O'Connor",http://digitalcollections.nypl.org/items/31a1f1a0-8da9-0130-a18e-58d385a7bbd0
598ac140-8da9-0130-4706-58d385a7bbd0,"[O'Connor], [Ellen], ALS to. Apr. 8, 1891.",1891-04-08,"Camden, NJ","rcp:Calder, Ellen M. O'Connor",http://digitalcollections.nypl.org/items/598ac140-8da9-0130-4706-58d385a7bbd0
9deed8b0-8da9-0130-8350-58d385a7bbd0,"[O'Connor], [Ellen], ALS to. Nov. 12, 1891.",1891-11-12,"Camden, NJ","rcp:Calder, Ellen M. O'Connor",http://digitalcollections.nypl.org/items/9deed8b0-8da9-0130-8350-58d385a7bbd0
6e228f00-8daa-0130-ee6c-58d385a7b928,"[O'Connor], Ellen, ALS to. Nov. 9, [1875]. Previously, Nov. 9, [n.y.].",1862-11-09-1890-11-09,"[Washington, DC]","rcp:Calder, Ellen M. O'Connor",http://digitalcollections.nypl.org/items/6e228f00-8daa-0130-ee6c-58d385a7b928
cec37390-8daa-0130-104a-58d385a7b928,"[O'Connor], Ellen, postscript to ALS of [Feb. 11, 1874 ]. Previously (fragment) AL [n.d.].",1874-02-11,"[Camden, NJ]","rcp:Calder, Ellen M. O'Connor",http://digitalcollections.nypl.org/items/cec37390-8daa-0130-104a-58d385a7b928
8128d350-8daf-0130-7998-58d385a7bbd0,"[O'Connor], [William D.], ALS to. Jun. 25, 1864.",1864-06-25,"Brooklyn, NY","rcp:O'Connor, William Douglas, 1832-1889",http://digitalcollections.nypl.org/items/8128d350-8daf-0130-7998-58d385a7bbd0
b9ad8b50-8daf-0130-f892-58d385a7bbd0," O'Connor, William D., ALS to. Aug. 2, [1870]. Previously: Aug. 2, [1864?]",1870-08-02,"Brooklyn, NY","rcp:O'Connor, William Douglas, 1832-1889",http://digitalcollections.nypl.org/items/b9ad8b50-8daf-0130-f892-58d385a7bbd0
6d7a4540-8db1-0130-f71a-58d385a7bbd0," O'Connor, William D., ALS to. Oct. 10, [1870]. Previously: Oct. 10, [1864?].",1870-10-10,"Brooklyn, NY","rcp:O'Connor, William Douglas, 1832-1889",http://digitalcollections.nypl.org/items/6d7a4540-8db1-0130-f71a-58d385a7bbd0
a554e420-8db1-0130-aab7-58d385a7bbd0," O'Connor, William D., ALS to. Oct. 14, [1870]. Previously: Oct. 14, [1864].",1870-10-14,"Brooklyn, NY","rcp:O'Connor, William Douglas, 1832-1889",http://digitalcollections.nypl.org/items/a554e420-8db1-0130-aab7-58d385a7bbd0
e80ad9e0-8db1-0130-a0a3-58d385a7bbd0,"[O'Connor, William D.], ANS to. [Jan. 25, 1866].",1866-01-25,"Washington, DC","rcp:O'Connor, William Douglas, 1832-1889",http://digitalcollections.nypl.org/items/e80ad9e0-8db1-0130-a0a3-58d385a7bbd0
2b3766d0-8db2-0130-a032-58d385a7bbd0," O'Connor, William D., ALS to. May 5, [1867].",1867-05-05,"Brooklyn, NY","rcp:O'Connor, William Douglas, 1832-1889",http://digitalcollections.nypl.org/items/2b3766d0-8db2-0130-a032-58d385a7bbd0
a8b4a3c0-8db3-0130-38cc-58d385a7b928," O'Connor, William D., ALS to. Nov. 27, [1867].",1867-11-27,"[Washington, DC]","rcp:O'Connor, William Douglas, 1832-1889",http://digitalcollections.nypl.org/items/a8b4a3c0-8db3-0130-38cc-58d385a7b928
d60fee50-8db3-0130-87da-58d385a7b928," O'Connor, William D., ALS to. Oct. 14, 1868.",1868-10-14,"New York, NY","rcp:O'Connor, William Douglas, 1832-1889",http://digitalcollections.nypl.org/items/d60fee50-8db3-0130-87da-58d385a7b928
ff42b4e0-8db3-0130-6fd3-58d385a7b928," O'Connor, William D., ALS to. Aug. 23, 1869.",1869-08-23,"New York, NY","rcp:O'Connor, William Douglas, 1832-1889",http://digitalcollections.nypl.org/items/ff42b4e0-8db3-0130-6fd3-58d385a7b928
2d18d6b0-8db4-0130-bcd1-58d385a7b928,"[O'Connor], William [D.], ALS to. Dec. 23, 1869.",1869-12-23,"[Washington, DC]","rcp:O'Connor, William Douglas, 1832-1889",http://digitalcollections.nypl.org/items/2d18d6b0-8db4-0130-bcd1-58d385a7b928
eca964b0-8db4-0130-9296-58d385a7b928," O'Connor, William [D.], ANS to. [1867?].",1867,"Washington, DC","rcp:O'Connor, William Douglas, 1832-1889",http://digitalcollections.nypl.org/items/eca964b0-8db4-0130-9296-58d385a7b928
ac2405a0-8db5-0130-325d-58d385a7b928,"[O'Connor,] William [D.], letter to. Dictated by WW to A[bby] H. P[rice]. May 11, 1870.",1870-05-11,"Brooklyn, NY","rcp:O'Connor, William Douglas, 1832-1889; scr:Price, Abby H.",http://digitalcollections.nypl.org/items/ac2405a0-8db5-0130-325d-58d385a7b928
f9991930-8db5-0130-c1e9-58d385a7b928," O'Connor, William D., ALS to. Jul. 26, [1871].",1871-07-26,"Brooklyn, NY","rcp:O'Connor, William Douglas, 1832-1889",http://digitalcollections.nypl.org/items/f9991930-8db5-0130-c1e9-58d385a7b928
6816bdc0-8db7-0130-46cb-58d385a7b928," O'Connor, William D., ALS to. Sep. 22, [1882].",1882-09-22,"Camden, NJ","rcp:O'Connor, William Douglas, 1832-1889; aqt:Ruskin, John, 1819-1900",http://digitalcollections.nypl.org/items/6816bdc0-8db7-0130-46cb-58d385a7b928
9244ced0-8db7-0130-6770-58d385a7b928," O'Connor, William D., ALS to. Dec. 27, 1882.",1882-12-27,"Camden, NJ","rcp:O'Connor, William Douglas, 1832-1889",http://digitalcollections.nypl.org/items/9244ced0-8db7-0130-6770-58d385a7b928
aa863c90-8db7-0130-d693-58d385a7b928," O'Connor, William D., ALS to. Jun. 27, 1883.",1883-06-27,"Camden, NJ","rcp:O'Connor, William Douglas, 1832-1889",http://digitalcollections.nypl.org/items/aa863c90-8db7-0130-d693-58d385a7b928
43660880-8db8-0130-743d-58d385a7b928,"[O'Connor], [William D.], ANS to. Sep. 13, 1883.",1883-09-13,"Camden, NJ","rcp:O'Connor, William Douglas, 1832-1889",http://digitalcollections.nypl.org/items/43660880-8db8-0130-743d-58d385a7b928
cafbd9d0-8db8-0130-5982-58d385a7bbd0,"[O'Connor], [William D.], AN to. Sep. [19], 1883.",1883-09-19,"Camden, NJ","rcp:O'Connor, William Douglas, 1832-1889",http://digitalcollections.nypl.org/items/cafbd9d0-8db8-0130-5982-58d385a7bbd0
3c2a8750-8db9-0130-c5ee-58d385a7b928,"[O'Connor], [William D.], ALS to. Jan. 4, 1886; written on 4th page of ALS from W. S. Kennedy to WW [n.d.].",1886-01-04,"Camden, NJ","rcp:O'Connor, William Douglas, 1832-1889; oth:Kennedy, William Sloane, 1850-1929",http://digitalcollections.nypl.org/items/3c2a8750-8db9-0130-c5ee-58d385a7b928
f163c280-8dba-0130-f8a6-58d385a7bbd0," Kennedy, W. S., ALS to WW. [n.d.]. 4th page used by WW for ALS to [William D. O'Connor]. Jan. 4, 1886.",1886-01,"Camden, NJ","oth:O'Connor, William Douglas, 1832-1889; aut:Kennedy, William Sloane, 1850-1929",http://digitalcollections.nypl.org/items/f163c280-8dba-0130-f8a6-58d385a7bbd0
255e6e20-8dbb-0130-c566-58d385a7bbd0,"[O'Connor], [William D.], ALS to. May 26, 1886.",1886-05-26,"Camden, NJ","rcp:O'Connor, William Douglas, 1832-1889",http://digitalcollections.nypl.org/items/255e6e20-8dbb-0130-c566-58d385a7bbd0
67da17d0-8dbb-0130-1898-58d385a7bbd0," O'Connor, William D., ALS to. Apr. 12, 1888.",1888-04-12,"Camden, NJ","rcp:O'Connor, William Douglas, 1832-1889",http://digitalcollections.nypl.org/items/67da17d0-8dbb-0130-1898-58d385a7bbd0
8827ee10-8dbb-0130-d028-58d385a7bbd0," O'Connor, William D., ALS to. Jun. 14, 1888.",1888-06-14,"Camden, NJ","rcp:O'Connor, William Douglas, 1832-1889",http://digitalcollections.nypl.org/items/8827ee10-8dbb-0130-d028-58d385a7bbd0
9af4d280-8dbc-0130-0ede-58d385a7b928," O'Connor, William [D.], ALS to. [1867?] Previously: [n.d.]",1867: questionable,"Washington, DC","rcp:O'Connor, William Douglas, 1832-1889",http://digitalcollections.nypl.org/items/9af4d280-8dbc-0130-0ede-58d385a7b928
e34e6920-8dbc-0130-5eb3-58d385a7b928," O'Connor, William [D.], ALS to. [Jan. 1868] Previously [n.d.]",1868-01: inferred,"Washington, DC","rcp:O'Connor, William Douglas, 1832-1889",http://digitalcollections.nypl.org/items/e34e6920-8dbc-0130-5eb3-58d385a7b928
045aae00-8dbe-0130-b43b-58d385a7b928," Rhys, Ernest, ALS to. Feb. 2, 1887.",1887-02-02,"Camden, NJ","rcp:Rhys, Ernest, 1859-1946",http://digitalcollections.nypl.org/items/045aae00-8dbe-0130-b43b-58d385a7b928
2b7c5b90-8dbe-0130-ecdb-58d385a7b928," Rhys, Ernest, APCS to. Feb. 3, 1887.",1887-02-03,"Camden, NJ","rcp:Rhys, Ernest, 1859-1946",http://digitalcollections.nypl.org/items/2b7c5b90-8dbe-0130-ecdb-58d385a7b928
b7d9df90-8dbe-0130-144e-58d385a7b928," Rhys, Ernest, ALS to. Mar. 8, 1887.",1887-03-08,"Camden, NJ","rcp:Rhys, Ernest, 1859-1946",http://digitalcollections.nypl.org/items/b7d9df90-8dbe-0130-144e-58d385a7b928
30e998e0-8dc3-0130-5c60-58d385a7b928," Rhys, Ernest, APCS to. Apr. 11, 1887.",1887-04-11,"Camden, NJ","rcp:Rhys, Ernest, 1859-1946",http://digitalcollections.nypl.org/items/30e998e0-8dc3-0130-5c60-58d385a7b928
408b00e0-8dc3-0130-b611-58d385a7b928," Rhys, Ernest, APCS to. May 11, 1887.",1887-05-11,"Camden, NJ","rcp:Rhys, Ernest, 1859-1946",http://digitalcollections.nypl.org/items/408b00e0-8dc3-0130-b611-58d385a7b928
49c8c070-8dc3-0130-1180-58d385a7b928," Rhys, Ernest, APCS to. May 25, 1887.",1887-05-25,"Camden, NJ","rcp:Rhys, Ernest, 1859-1946",http://digitalcollections.nypl.org/items/49c8c070-8dc3-0130-1180-58d385a7b928
555890f0-8dc3-0130-2664-58d385a7b928," Rhys, Ernest, APCS to. Jun. 3, 1887.",1887-06-03,"Camden, NJ","rcp:Rhys, Ernest, 1859-1946",http://digitalcollections.nypl.org/items/555890f0-8dc3-0130-2664-58d385a7b928
5fabeb30-8dc3-0130-984a-58d385a7b928," Rhys, Ernest, APCS to. Jun. 26, 1887.",1887-06-26,"Camden, NJ","rcp:Rhys, Ernest, 1859-1946",http://digitalcollections.nypl.org/items/5fabeb30-8dc3-0130-984a-58d385a7b928
6b008bb0-8dc3-0130-d3ab-58d385a7b928," Rhys, Ernest, APCS to. Jul. 9, 1887.",1887-07-09,"Camden, NJ","rcp:Rhys, Ernest, 1859-1946",http://digitalcollections.nypl.org/items/6b008bb0-8dc3-0130-d3ab-58d385a7b928
7d7d1e40-8dc3-0130-8d40-58d385a7b928," Rhys, Ernest, APCS to. Jul. 20, 1887.",1887-07-20,"Camden, NJ","rcp:Rhys, Ernest, 1859-1946",http://digitalcollections.nypl.org/items/7d7d1e40-8dc3-0130-8d40-58d385a7b928
8ccd1b50-8dc3-0130-690c-58d385a7b928," Rhys, Ernest, APCS to. Sep. 8, 1887.",1887-09-08,"Camden, NJ","rcp:Rhys, Ernest, 1859-1946",http://digitalcollections.nypl.org/items/8ccd1b50-8dc3-0130-690c-58d385a7b928
f3d89ea0-8dc3-0130-1d07-58d385a7b928," Rhys, Ernest, ALS to. Sep. 11, 1887.",1887-09-11,"Camden, NJ","rcp:Rhys, Ernest, 1859-1946",http://digitalcollections.nypl.org/items/f3d89ea0-8dc3-0130-1d07-58d385a7b928
36936e40-8dc4-0130-0e09-58d385a7b928," Rhys, Ernest, ALS to. Mar. 15, 1887.",1887-03-15,"Camden, NJ","rcp:Rhys, Ernest, 1859-1946",http://digitalcollections.nypl.org/items/36936e40-8dc4-0130-0e09-58d385a7b928
76d60130-8dc4-0130-a49d-58d385a7b928," Rhys, Ernest, APCS to. Oct. 1, 1887.",1887-10-01,"Camden, NJ","rcp:Rhys, Ernest, 1859-1946",http://digitalcollections.nypl.org/items/76d60130-8dc4-0130-a49d-58d385a7b928
9a188860-8dc4-0130-28f6-58d385a7b928," Rhys, Ernest, ALS to. Jan. 17, 1888.",1888-01-17,"Camden, NJ","rcp:Rhys, Ernest, 1859-1946",http://digitalcollections.nypl.org/items/9a188860-8dc4-0130-28f6-58d385a7b928
e3415450-8dc4-0130-7385-58d385a7b928," Rhys, Ernest, ALS to. Jan. 22, 1890.",1890-01-22,"Camden, NJ","rcp:Rhys, Ernest, 1859-1946",http://digitalcollections.nypl.org/items/e3415450-8dc4-0130-7385-58d385a7b928
