uuid,title,date,place,names,link
2559afd0-4eb4-0130-e6f1-58d385a7bbd0," F[ields], J. T., ALS, to SAPH.  Jan. 8, 1865.",1865-01-08,"New York, NY","aut:Fields, James Thomas, 1817-1881",http://digitalcollections.nypl.org/items/2559afd0-4eb4-0130-e6f1-58d385a7bbd0
378481b0-4eb4-0130-a60d-58d385a7bbd0," F[ields], J. T., ALS, to SAPH.  Dec. 4, 1865.",1865-12-04,"Boston, MA","aut:Fields, James Thomas, 1817-1881",http://digitalcollections.nypl.org/items/378481b0-4eb4-0130-a60d-58d385a7bbd0
557f0160-4eb4-0130-e6f8-58d385a7bbd0," F[ields], J. T., ALS, to SAPH.  Feb. 28, 1866.",1866-02-28,"Boston, MA","aut:Fields, James Thomas, 1817-1881",http://digitalcollections.nypl.org/items/557f0160-4eb4-0130-e6f8-58d385a7bbd0
97ffdae0-4eb4-0130-ce0c-58d385a7bbd0," F[ields], J. T., ALS, to SAPH.  Jul. 22, 1866.",1866-07-22,"Boston, MA","aut:Fields, James Thomas, 1817-1881",http://digitalcollections.nypl.org/items/97ffdae0-4eb4-0130-ce0c-58d385a7bbd0
b45de050-4eb4-0130-1eec-58d385a7bbd0," Fields, J. T., ALS, to SAPH.  Aug. 2, 1866.",1866-08-02,"Boston, MA","aut:Fields, James Thomas, 1817-1881",http://digitalcollections.nypl.org/items/b45de050-4eb4-0130-1eec-58d385a7bbd0
c8361b10-4eb4-0130-6e00-58d385a7bbd0," Fields, J. T., ALS, to SAPH.  Sep. 17, 1866.",1866-09-17,"Boston, MA","aut:Fields, James Thomas, 1817-1881",http://digitalcollections.nypl.org/items/c8361b10-4eb4-0130-6e00-58d385a7bbd0
e9b37ad0-4eb4-0130-136d-58d385a7bbd0," F[ields], J. T., ALS, to SAPH. Monday morning [1866?]",1866: questionable,,"aut:Fields, James Thomas, 1817-1881",http://digitalcollections.nypl.org/items/e9b37ad0-4eb4-0130-136d-58d385a7bbd0
3f95c790-4eb5-0130-8cba-58d385a7bbd0," F[ields], J. T., ALS, to SAPH.  [1866?]",1866: questionable,,"aut:Fields, James Thomas, 1817-1881",http://digitalcollections.nypl.org/items/3f95c790-4eb5-0130-8cba-58d385a7bbd0
94c56880-4eb5-0130-3379-58d385a7bbd0," F[ields], J. T., msLS, to SAPH.  Jul. 27, 1868.",1868-07-27,"Boston, MA","aut:Fields, James Thomas, 1817-1881",http://digitalcollections.nypl.org/items/94c56880-4eb5-0130-3379-58d385a7bbd0
f4488af0-4eb5-0130-633e-58d385a7bbd0," F[ields], J. T., msLS, to SAPH.  Aug. 1, 1868.",1868-08-01,"Boston, MA","aut:Fields, James Thomas, 1817-1881",http://digitalcollections.nypl.org/items/f4488af0-4eb5-0130-633e-58d385a7bbd0
0eef6ad0-4eb6-0130-cc37-58d385a7bbd0," F[ields], J. T., ALS, to SAPH.  Jul. 14, 1868.",1868-07-14,"Rye Beach, NH","aut:Fields, James Thomas, 1817-1881",http://digitalcollections.nypl.org/items/0eef6ad0-4eb6-0130-cc37-58d385a7bbd0
592280c0-4eb6-0130-b808-58d385a7bbd0," F[ields], J. T., msLS, to SAPH.  Aug. 6, 1868.",1868-08-06,"Rye Beach, NH","aut:Fields, James Thomas, 1817-1881",http://digitalcollections.nypl.org/items/592280c0-4eb6-0130-b808-58d385a7bbd0
645955d0-4ebb-0130-037b-58d385a7bbd0," Hawthorne, Julian, ALS, to SAPH. Aug. 8, 1861.",1861-08-08,[n.p.],"aut:Hawthorne, Julian, 1846-1934",http://digitalcollections.nypl.org/items/645955d0-4ebb-0130-037b-58d385a7bbd0
45decd70-4ebc-0130-fdc4-58d385a7bbd0," Hawthorne, Julian, ALS to SAPH, and Nathaniel Hawthorne, ANS to SAPH. Aug. 10-[12, 1862].",1862-08-10,"West Gouldsboro, ME","aut:Hawthorne, Julian, 1846-1934; aut:Hawthorne, Nathaniel, 1804-1864",http://digitalcollections.nypl.org/items/45decd70-4ebc-0130-fdc4-58d385a7bbd0
84976670-4ebc-0130-3a09-58d385a7bbd0," Hawthorne, Julian, ALS to SAPH, and Nathaniel Hawthorne, ALS to SAPH. Aug. 21-[24, 1862].",1862-08-21,"[West Gouldsboro, ME]","aut:Hawthorne, Julian, 1846-1934; :Hawthorne, Nathaniel, 1804-1864",http://digitalcollections.nypl.org/items/84976670-4ebc-0130-3a09-58d385a7bbd0
bfb4b200-4ebc-0130-58ba-58d385a7bbd0," Hawthorne, Julian, AL, incomplete, to SAPH. Aug. 25, [1862].",1862-08-25,"West Gouldsboro, ME","aut:Hawthorne, Julian, 1846-1934",http://digitalcollections.nypl.org/items/bfb4b200-4ebc-0130-58ba-58d385a7bbd0
eb682280-4ebc-0130-e51f-58d385a7bbd0," Hawthorne, Julian, ALS, to SAPH. Nov. 8, [1864?]. Previously: Nov. 8, [n.y.]",1864-11-08,"Stockbridge, MA","aut:Hawthorne, Julian, 1846-1934",http://digitalcollections.nypl.org/items/eb682280-4ebc-0130-e51f-58d385a7bbd0
26c1fc80-4ebe-0130-4526-58d385a7b928," Hawthorne, Julian, ALS, to SAPH. Nov. 28, [n.y.].",1865-11-28-1868-11-28,"Northborough, MA","aut:Hawthorne, Julian, 1846-1934",http://digitalcollections.nypl.org/items/26c1fc80-4ebe-0130-4526-58d385a7b928
4f8472b0-4ec1-0130-647e-58d385a7b928," Hawthorne, Julian, ALS, to SAPH. [n.d.].",1865-1868,Danforth's,"aut:Hawthorne, Julian, 1846-1934",http://digitalcollections.nypl.org/items/4f8472b0-4ec1-0130-647e-58d385a7b928
a3cd2100-4ec2-0130-9a19-58d385a7b928," Hawthorne, Julian, ALS, to SAPH. [n.d.].",1861-1863,"Wellesley, MA","aut:Hawthorne, Julian, 1846-1934",http://digitalcollections.nypl.org/items/a3cd2100-4ec2-0130-9a19-58d385a7b928
b1dc4cf0-4ed8-0130-a3d2-58d385a7b928," Hawthorne, Maria Louisa, ALS, to SAPH. May 10, 1844.",1844-05-10,"Salem, MA","aut:Hawthorne (Hathorne), Maria Louisa, 1808-1852",http://digitalcollections.nypl.org/items/b1dc4cf0-4ed8-0130-a3d2-58d385a7b928
3f6aaf00-4edb-0130-2ab9-58d385a7b928," Hawthorne, Nathaniel, ALS to, incomplete and mutilated. [1846?] ",1846,[Boston?],"rcp:Hawthorne, Nathaniel, 1804-1864",http://digitalcollections.nypl.org/items/3f6aaf00-4edb-0130-2ab9-58d385a7b928
8800ba20-4edc-0130-5255-58d385a7b928," Hawthorne, Nathaniel, AL to, incomplete. Jul. 22, 1856.",1856-07-22,"[Liverpool?, England]","rcp:Hawthorne, Nathaniel, 1804-1864",http://digitalcollections.nypl.org/items/8800ba20-4edc-0130-5255-58d385a7b928
af2485f0-4ede-0130-2cf8-58d385a7bbd0," Hawthorne, Nathaniel, AL to, incomplete. Jul. 3, [1859?].",1859-07-03,"[London, England]","rcp:Hawthorne, Nathaniel, 1804-1864",http://digitalcollections.nypl.org/items/af2485f0-4ede-0130-2cf8-58d385a7bbd0
1da2fbe0-4edf-0130-3d90-58d385a7bbd0," Hawthorne, Nathaniel, AL to. Jul. 28, 1861.",1861-07-28,"[Concord, MA]","rcp:Hawthorne, Nathaniel, 1804-1864",http://digitalcollections.nypl.org/items/1da2fbe0-4edf-0130-3d90-58d385a7bbd0
ba944b80-4ee0-0130-b2fc-58d385a7b928," Hawthorne, Nathaniel, AL to, incomplete. [summer 1861?]",1861-07: questionable,"[Concord, MA]","rcp:Hawthorne, Nathaniel, 1804-1864",http://digitalcollections.nypl.org/items/ba944b80-4ee0-0130-b2fc-58d385a7b928
16854710-4ee1-0130-1745-58d385a7b928," Hawthorne, Nathaniel, AL to. Jul. 25, [1862].",1862-07-25: questionable,"[Concord, MA]","rcp:Hawthorne, Nathaniel, 1804-1864",http://digitalcollections.nypl.org/items/16854710-4ee1-0130-1745-58d385a7b928
d020bcf0-5124-0130-95fb-58d385a7bbd0," Hawthorne, Una, ALS to SAPH. [1855].",1855: inferred,"London, England","aut:Hawthorne, Una, 1844-1877",http://digitalcollections.nypl.org/items/d020bcf0-5124-0130-95fb-58d385a7bbd0
0a9ec450-5125-0130-b400-58d385a7bbd0," Hawthorne, Una, ALS to SAPH. Apr. 10, 1857.",1857-04-10: inferred,"Southport, England","aut:Hawthorne, Una, 1844-1877",http://digitalcollections.nypl.org/items/0a9ec450-5125-0130-b400-58d385a7bbd0
2fe214f0-5125-0130-3bcf-58d385a7bbd0," Hawthorne, Una, ALS to SAPH. May 24, 1857.",1857-05-24: inferred,"Southport, England","aut:Hawthorne, Una, 1844-1877",http://digitalcollections.nypl.org/items/2fe214f0-5125-0130-3bcf-58d385a7bbd0
c75ba770-5125-0130-21d8-58d385a7bbd0," Hawthorne, Una, ALS to SAPH. May 31, [1857].",1857-05-31: inferred,"Southport, England","aut:Hawthorne, Una, 1844-1877",http://digitalcollections.nypl.org/items/c75ba770-5125-0130-21d8-58d385a7bbd0
e8241000-5125-0130-a8cc-58d385a7bbd0," Hawthorne, Una, ALS to SAPH. Jul. 10, [1857].",1857-07-10: inferred,"[Southport, England?]","aut:Hawthorne, Una, 1844-1877",http://digitalcollections.nypl.org/items/e8241000-5125-0130-a8cc-58d385a7bbd0
5c859020-5126-0130-06ae-58d385a7bbd0," Hawthorne, Una, ALS to SAPH. Oct. 19, [1863?].",1863-10-19: inferred,"Concord, MA","aut:Hawthorne, Una, 1844-1877",http://digitalcollections.nypl.org/items/5c859020-5126-0130-06ae-58d385a7bbd0
24987070-5127-0130-9ba4-58d385a7bbd0," Hawthorne, Una, ALS to SAPH. Sep 10, 1864.",1864-09-10,"Lawton's Valley, RI","aut:Hawthorne, Una, 1844-1877",http://digitalcollections.nypl.org/items/24987070-5127-0130-9ba4-58d385a7bbd0
43b3cb50-5127-0130-a012-58d385a7bbd0," Hawthorne, Una, ALS to SAPH. Sep 16, 1864.",1864-09-16,"Lawton's Valley, RI","aut:Hawthorne, Una, 1844-1877",http://digitalcollections.nypl.org/items/43b3cb50-5127-0130-a012-58d385a7bbd0
454aa120-5128-0130-6ad8-58d385a7bbd0," Hawthorne, Una, ALS to SAPH. Sep. 20, 1864.",1864-09-20,"Lawton's Valley, NH","aut:Hawthorne, Una, 1844-1877",http://digitalcollections.nypl.org/items/454aa120-5128-0130-6ad8-58d385a7bbd0
13c9cd70-5129-0130-1178-58d385a7bbd0," Hawthorne, Una, ALS to SAPH. Aug. 14, [n.y.].",1853-08-14-1859-08-14,"Stamford Bridge, Yorkshire, England","aut:Hawthorne, Una, 1844-1877",http://digitalcollections.nypl.org/items/13c9cd70-5129-0130-1178-58d385a7bbd0
71e364f0-5129-0130-f127-58d385a7bbd0," Hawthorne, Una, ALS to SAPH. Aug. 16, [n.y.].",1853-08-16-1859-08-16,,"aut:Hawthorne, Una, 1844-1877",http://digitalcollections.nypl.org/items/71e364f0-5129-0130-f127-58d385a7bbd0
afb10cb0-5129-0130-3288-58d385a7bbd0," Hawthorne, Una, ALS to SAPH. Sep. 25, [n.y.].",1853-09-25-1870-09-25,,"aut:Hawthorne, Una, 1844-1877",http://digitalcollections.nypl.org/items/afb10cb0-5129-0130-3288-58d385a7bbd0
082a6890-512a-0130-5800-58d385a7bbd0," Hawthorne, Una, ALS to SAPH. Oct. 15, [n.y.].",1860-10-15-1870-10-15,"Jamaica Plain, Boston, MA","aut:Hawthorne, Una, 1844-1877",http://digitalcollections.nypl.org/items/082a6890-512a-0130-5800-58d385a7bbd0
ce4dc940-512a-0130-c7dc-58d385a7bbd0," Hawthorne, Una, ALS to SAPH. [n.d.].",1855-1870: questionable,[n.p.],"aut:Hawthorne, Una, 1844-1877",http://digitalcollections.nypl.org/items/ce4dc940-512a-0130-c7dc-58d385a7bbd0
27e34180-512b-0130-25eb-58d385a7bbd0," Hawthorne, Una, ALS to SAPH. [n.d.].",1857-1860: questionable,[Italy],"aut:Hawthorne, Una, 1844-1877",http://digitalcollections.nypl.org/items/27e34180-512b-0130-25eb-58d385a7bbd0
eda89e10-5134-0130-d9cd-58d385a7bbd0," Hillard, George S., ALS to SAPH. Jul. 15, 1864.",1864-07-15,"Boston, MA","aut:Hillard, George Stillman, 1808-1879",http://digitalcollections.nypl.org/items/eda89e10-5134-0130-d9cd-58d385a7bbd0
16a0f760-5135-0130-3452-58d385a7bbd0," Hillard, George S., ALS to SAPH. Sep. 7, 1864.",1864-09-07,"Boston, MA","aut:Hillard, George Stillman, 1808-1879",http://digitalcollections.nypl.org/items/16a0f760-5135-0130-3452-58d385a7bbd0
35764890-5135-0130-9886-58d385a7bbd0," Hillard, George S., ALS to SAPH. Mar. 7, 1865.",1865-03-07,"Boston, MA","aut:Hillard, George Stillman, 1808-1879",http://digitalcollections.nypl.org/items/35764890-5135-0130-9886-58d385a7bbd0
84f66b90-5135-0130-13d7-58d385a7bbd0," Hillard, George S., ALS to SAPH. Sep. 20, 1866.",1866-09-20,"Boston, MA","aut:Hillard, George Stillman, 1808-1879",http://digitalcollections.nypl.org/items/84f66b90-5135-0130-13d7-58d385a7bbd0
ba42c7b0-5144-0130-258a-58d385a7bbd0," Lathrop, Rose Hawthorne, ALS to SAPH. Nov. 4, 1866.",1864-11-04: inferred,"Lex[?], MA","aut:Lathrop, Rose Hawthorne, 1851-1926",http://digitalcollections.nypl.org/items/ba42c7b0-5144-0130-258a-58d385a7bbd0
452660f0-5146-0130-607d-58d385a7b928," Longfellow, Henry W[adsworth], ALS to SAPH. Sep. 8, 1866.",1866-09-08,"Nahant, MA","aut:Longfellow, Henry Wadsworth, 1807-1882",http://digitalcollections.nypl.org/items/452660f0-5146-0130-607d-58d385a7b928
0d2c5380-5147-0130-ba20-58d385a7bbd0," Longfellow, Henry W[adsworth], ALS to SAPH. Jun. 23, 1864.",1864-06-23,"Cambridge, MA","aut:Longfellow, Henry Wadsworth, 1807-1882",http://digitalcollections.nypl.org/items/0d2c5380-5147-0130-ba20-58d385a7bbd0
bfa944e0-51de-0130-316e-58d385a7b928,"[Ossoli], [Sarah] Margaret Fuller, ALS to SAPH and NH. May 22, [1845].",1845-05-22: inferred,[n.p.],"aut:Fuller, Margaret, 1810-1850",http://digitalcollections.nypl.org/items/bfa944e0-51de-0130-316e-58d385a7b928
1b9352f0-51df-0130-f4d0-58d385a7b928,"[Ossoli], [Sarah] Margaret F[uller], ALS to SAPH. Jun. 4, [1842].",1842-06-04: inferred,[n.p.],"aut:Fuller, Margaret, 1810-1850",http://digitalcollections.nypl.org/items/1b9352f0-51df-0130-f4d0-58d385a7b928
5f5597c0-51e2-0130-34ed-58d385a7b928," Procter, Anne S., AN to NH and SAPH. [May 29, 1860].",1860-05-29: inferred,"London, England","aut:Procter, Anne Benson, 1799-1888",http://digitalcollections.nypl.org/items/5f5597c0-51e2-0130-34ed-58d385a7b928
ce05f9b0-51e2-0130-8d8c-58d385a7b928," Procter, Anne B[enson Skepper], ALS to SAPH. [n.d.].",1853-1860,"London, England","aut:Procter, Anne Benson, 1799-1888",http://digitalcollections.nypl.org/items/ce05f9b0-51e2-0130-8d8c-58d385a7b928
b29d8790-51e9-0130-edec-58d385a7b928," Ticknor, W. D., TL to SAPH. Mar. 29, 1864.",1864-03-29,"New York, NY","aut:Ticknor, William Davis, 1810-1864",http://digitalcollections.nypl.org/items/b29d8790-51e9-0130-edec-58d385a7b928
52dd6280-5206-0130-8cb2-58d385a7bbd0," Hawthorne, Maria Louisa, ALS to. Sep. 20, 1842.",1842-09-20,"Concord, MA","rcp:Hawthorne, Maria Louisa, 1808-1852",http://digitalcollections.nypl.org/items/52dd6280-5206-0130-8cb2-58d385a7bbd0
681debf0-5206-0130-0736-58d385a7bbd0," Greenwood, Grace, [Sara Jane Clarke Lippincott], ALS to. Feb. 7, 1851.",1851-02-07,[n.p.],"aut:Hawthorne, Sophia Peabody, 1809-1871; rcp:Greenwood, Grace, 1823-1904; sgn:Hawthorne, Nathaniel, 1804-1864",http://digitalcollections.nypl.org/items/681debf0-5206-0130-0736-58d385a7bbd0
94d9a9b0-5206-0130-6301-58d385a7bbd0," Hawthorne, Maria Louisa, ALS to, with postscript by Nathaniel Hawthorne. Jan. 4, 1843. ",1843-01-04,"Concord, MA","rcp:Hawthorne, Maria Louisa, 1808-1852; aft:Hawthorne, Nathaniel, 1804-1864",http://digitalcollections.nypl.org/items/94d9a9b0-5206-0130-6301-58d385a7bbd0
4cfecad0-5207-0130-fd34-58d385a7bbd0," Hawthorne, Maria Louisa, ALS to. Jan. 29, 1843. ",1843-01-29,"Concord, MA","rcp:Hawthorne, Maria Louisa, 1808-1852",http://digitalcollections.nypl.org/items/4cfecad0-5207-0130-fd34-58d385a7bbd0
6d265aa0-5207-0130-f59a-58d385a7bbd0," Hawthorne, Maria Louisa, ALS to. Mar. 5, 1843. ",1843-03-05,"Concord, MA","rcp:Hawthorne, Maria Louisa, 1808-1852",http://digitalcollections.nypl.org/items/6d265aa0-5207-0130-f59a-58d385a7bbd0
843f5190-5207-0130-bc91-58d385a7bbd0," Hawthorne, Maria Louisa, ALS to. Apr. 17, 1843. ",1843-04-17,"Concord, MA","rcp:Hawthorne, Maria Louisa, 1808-1852",http://digitalcollections.nypl.org/items/843f5190-5207-0130-bc91-58d385a7bbd0
9e5a2660-5207-0130-f54f-58d385a7bbd0," Hawthorne, Maria Louisa, ALS to, with postscript by Nathaniel Hawthorne. Jun. 17, 1843. ",1843-06-17,"Concord, MA","rcp:Hawthorne, Maria Louisa, 1808-1852",http://digitalcollections.nypl.org/items/9e5a2660-5207-0130-f54f-58d385a7bbd0
54d51d70-5208-0130-fc7e-58d385a7bbd0," Hawthorne, Maria Louisa, ALS to. Aug. 5, 1843. ",1843-08-05,"[Concord, MA]","rcp:Hawthorne, Maria Louisa, 1808-1852",http://digitalcollections.nypl.org/items/54d51d70-5208-0130-fc7e-58d385a7bbd0
7deec530-5208-0130-c8db-58d385a7bbd0," Hawthorne, Maria Louisa, ALS to. Sep. 6, 1843. ",1843-09-06,"[Concord, MA]","rcp:Hawthorne, Maria Louisa, 1808-1852",http://digitalcollections.nypl.org/items/7deec530-5208-0130-c8db-58d385a7bbd0
c31a3b80-5208-0130-dde0-58d385a7bbd0," Hawthorne, Maria Louisa, ALS to. Sep. 15, 1843. ",1843-09-15,"[Concord, MA]","rcp:Hawthorne, Maria Louisa, 1808-1852",http://digitalcollections.nypl.org/items/c31a3b80-5208-0130-dde0-58d385a7bbd0
de919be0-5208-0130-ea4f-58d385a7bbd0," Hawthorne, Maria Louisa, ALS to. Oct. 26, 1843. ",1843-10-26,"Concord, MA","rcp:Hawthorne, Maria Louisa, 1808-1852",http://digitalcollections.nypl.org/items/de919be0-5208-0130-ea4f-58d385a7bbd0
09b98250-5209-0130-f62b-58d385a7bbd0," Hawthorne, Maria Louisa, ALS to, with postscript by Nathaniel Hawthorne. Nov. 9, 1843. ",1843-11-09,"Concord, MA","rcp:Hawthorne, Maria Louisa, 1808-1852; aft:Hawthorne, Nathaniel, 1804-1864",http://digitalcollections.nypl.org/items/09b98250-5209-0130-f62b-58d385a7bbd0
4431be60-5209-0130-b9f9-58d385a7bbd0," Hawthorne, Maria Louisa, ALS to. Nov. 26, 1843. ",1843-11-26,"Concord, MA","rcp:Hawthorne, Maria Louisa, 1808-1852",http://digitalcollections.nypl.org/items/4431be60-5209-0130-b9f9-58d385a7bbd0
addc95c0-5209-0130-c10b-58d385a7bbd0," Hawthorne, Maria Louisa, ALS to. Dec. 31, 1843. ",1843-12-31,"Concord, MA","rcp:Hawthorne, Maria Louisa, 1808-1852",http://digitalcollections.nypl.org/items/addc95c0-5209-0130-c10b-58d385a7bbd0
3bdad130-520a-0130-23eb-58d385a7b928," Hawthorne, Maria Louisa, ALS to. Jan. 18, 1844 [i.e. 1845]. ",1845-01-18,"Concord, MA","rcp:Hawthorne, Maria Louisa, 1808-1852",http://digitalcollections.nypl.org/items/3bdad130-520a-0130-23eb-58d385a7b928
5d546a80-520a-0130-c089-58d385a7b928," Hawthorne, Maria Louisa, ALS to. Feb. 4, 1844.",1844-02-04,"Concord, MA","rcp:Hawthorne, Maria Louisa, 1808-1852",http://digitalcollections.nypl.org/items/5d546a80-520a-0130-c089-58d385a7b928
81761210-520a-0130-b59a-58d385a7b928," Hawthorne, Maria Louisa, ALS to, with postscript by Nathaniel Hawthorne. Mar. 15, 1844.",1844-03-15,"Concord, MA","rcp:Hawthorne, Maria Louisa, 1808-1852; aft:Hawthorne, Nathaniel, 1804-1864",http://digitalcollections.nypl.org/items/81761210-520a-0130-b59a-58d385a7b928
35c24680-520c-0130-eee3-58d385a7b928," Hawthorne, Maria Louisa, ALS to, with postscript by Nathaniel Hawthorne. May 8, 1844.",1844-05-08,"Concord, MA","rcp:Hawthorne, Maria Louisa, 1808-1852; aft:Hawthorne, Nathaniel, 1804-1864",http://digitalcollections.nypl.org/items/35c24680-520c-0130-eee3-58d385a7b928
7ea08f80-520c-0130-c6eb-58d385a7b928," Hawthorne, Maria Louisa, ALS to, with postscript by Nathaniel Hawthorne. Jul. 2, 1844.",1844-07-02,"Concord, MA","rcp:Hawthorne, Maria Louisa, 1808-1852; aft:Hawthorne, Nathaniel, 1804-1864",http://digitalcollections.nypl.org/items/7ea08f80-520c-0130-c6eb-58d385a7b928
e8997db0-520c-0130-e656-58d385a7b928," Hawthorne, Maria Louisa, ALS to, with postscript by Nathaniel Hawthorne. Aug. 4, 1844.",1844-08-04,"Concord, MA","rcp:Hawthorne, Maria Louisa, 1808-1852; aft:Hawthorne, Nathaniel, 1804-1864",http://digitalcollections.nypl.org/items/e8997db0-520c-0130-e656-58d385a7b928
05c11110-520d-0130-e786-58d385a7b928," Hawthorne, Maria Louisa, ALS to. Oct. 27, [1844].",1844-10-27,"Concord, MA","rcp:Hawthorne, Maria Louisa, 1808-1852",http://digitalcollections.nypl.org/items/05c11110-520d-0130-e786-58d385a7b928
2cbbf740-520d-0130-3347-58d385a7b928," Hawthorne, Maria Louisa, ALS to. Nov. 7, 1844.",1844-11-07,"[Concord, MA]","rcp:Hawthorne, Maria Louisa, 1808-1852",http://digitalcollections.nypl.org/items/2cbbf740-520d-0130-3347-58d385a7b928
76622060-520d-0130-06f1-58d385a7b928," Hawthorne, Maria Louisa, ALS to. Mar. 13, 1845.",1845-03-13,"[Concord, MA]","rcp:Hawthorne, Maria Louisa, 1808-1852",http://digitalcollections.nypl.org/items/76622060-520d-0130-06f1-58d385a7b928
44811320-520e-0130-7dcc-58d385a7bbd0," Hawthorne, Maria Louisa, ALS to, with postscript by Nathaniel Hawthorne. Aug. 24, 1845.",1845-08-24,"[Concord, MA]","rcp:Hawthorne, Maria Louisa, 1808-1852; aft:Hawthorne, Nathaniel, 1804-1864",http://digitalcollections.nypl.org/items/44811320-520e-0130-7dcc-58d385a7bbd0
93b53e80-520e-0130-0f4e-58d385a7bbd0," Hawthorne, Maria Louisa, ALS to. Sep. 1, 1845.",1845-09-01,"Concord, MA","rcp:Hawthorne, Maria Louisa, 1808-1852",http://digitalcollections.nypl.org/items/93b53e80-520e-0130-0f4e-58d385a7bbd0
a94d01c0-520e-0130-2a8e-58d385a7bbd0," Hawthorne, Maria Louisa, ALS to. Sep. 4, 1845.",1845-09-04,"Concord, MA","rcp:Hawthorne, Maria Louisa, 1808-1852",http://digitalcollections.nypl.org/items/a94d01c0-520e-0130-2a8e-58d385a7bbd0
e9566e60-520f-0130-a86a-58d385a7b928," Hawthorne, Maria Louisa, ALS to. Sep. 22, [1845].",1845-09-22,[n.p.],"rcp:Hawthorne, Maria Louisa, 1808-1852",http://digitalcollections.nypl.org/items/e9566e60-520f-0130-a86a-58d385a7b928
73cebb40-5210-0130-c27d-58d385a7b928," Hawthorne, Maria Louisa, ALS to. May 3, 1846.",1846-05-03,"[Boston, MA]","rcp:Hawthorne, Maria Louisa, 1808-1852",http://digitalcollections.nypl.org/items/73cebb40-5210-0130-c27d-58d385a7b928
ebe26d50-5210-0130-bd89-58d385a7bbd0," Hawthorne, Maria Louisa, ALS to. Jun. 12, [1846].",1846-06-12,"[Boston, MA]","rcp:Hawthorne, Maria Louisa, 1808-1852",http://digitalcollections.nypl.org/items/ebe26d50-5210-0130-bd89-58d385a7bbd0
0c3afeb0-5211-0130-12b8-58d385a7bbd0," Hawthorne, Maria Louisa, ALS to, with postscript by Nathaniel Hawthorne. Jun. 21, 1846.",1846-06-21,"Boston, MA","rcp:Hawthorne, Maria Louisa, 1808-1852; aft:Hawthorne, Nathaniel, 1804-1864",http://digitalcollections.nypl.org/items/0c3afeb0-5211-0130-12b8-58d385a7bbd0
78dc0bc0-5211-0130-8c58-58d385a7bbd0," Hawthorne, Maria Louisa, ALS to. [1846].",1846,"Boston, MA","rcp:Hawthorne, Maria Louisa, 1808-1852",http://digitalcollections.nypl.org/items/78dc0bc0-5211-0130-8c58-58d385a7bbd0
